,Indicator Name,Year,Afghanistan,Australia,Bahrain,Belgium,Canada,Finland,France,Georgia,Greece,Iraq,Japan,Nepal,New Zealand,Pakistan
1429,Electricity production from oil sources (% of total),1996,,1.582287407,0,1.716841013,1.254954802,1.905640523,1.529970933,6.177821066,20.12213812,77.61059885,15.91230017,3.276003276,0.043868067,36.45496829
1430,Electricity production from oil sources (% of total),1997,,1.191134672,0,1.82633154,1.636157601,1.992020354,1.542392335,5.47256736,19.16982352,78.98414582,14.97424422,9.153122327,0,38.22057759
1431,Electricity production from oil sources (% of total),1998,,0.933755173,0,3.143466342,2.560674015,1.700229453,2.296822574,4.197627428,17.49242096,79.97091614,14.14796093,9.52,0.002658726,35.20358256
1432,Electricity production from oil sources (% of total),1999,,0.849101544,0,1.241513327,2.097090397,1.336078437,1.909304213,3.514252245,16.51381719,78.94053164,14.22248191,4.533152909,0,39.694436
1433,Electricity production from oil sources (% of total),2000,,0.850074334,0,0.962874367,1.8297677,0.838859037,1.338791892,3.690732759,16.63079083,79.32288401,13.22755796,1.627486438,0,39.49732809
1434,Electricity production from oil sources (% of total),2001,,0.911421756,0,2.116563637,2.864457933,0.891442687,1.092637625,0.360386334,15.97143718,81.82381942,12.00941461,0.964113551,0,35.97680519
1435,Electricity production from oil sources (% of total),2002,,1.075741716,0,1.200904385,2.311206039,1.191381496,1.04167043,0.413393964,16.00333673,85.23166878,13.21931039,0.188412624,0,32.1990912
1436,Electricity production from oil sources (% of total),2003,,0.752994297,0,1.205107646,3.660807881,1.14911178,1.263748789,0.418994413,15.03669804,88.01340861,14.1133971,0.17644464,0.049047257,15.73054559
1437,Electricity production from oil sources (% of total),2004,,0.608641927,0,1.986888433,3.869370608,0.716407479,1.147860948,0.606585789,14.25705201,92.59018424,12.60471268,0.578990902,0.056053812,15.78437212
1438,Electricity production from oil sources (% of total),2005,,1.244159109,0,2.030125191,2.51545468,0.708395908,1.387405683,0.908215219,15.49295775,28.42105263,12.56520257,0.631662061,0.009309253,20.15187602
1439,Electricity production from oil sources (% of total),2006,,1.313985915,2.44273358,1.632522407,1.852433692,0.58436194,1.252651765,0.329353643,15.95407036,14.59953286,10.68381248,0.473071325,0.052749874,28.534919
1440,Electricity production from oil sources (% of total),2007,,1.190637874,1.164449763,0.928845627,1.986761288,0.577266293,1.093191808,0.288046087,15.37529301,16.87877967,11.61241379,0.32234957,0.002285558,32.21584554
1441,Electricity production from oil sources (% of total),2008,,1.669457324,0.021906765,0.485744709,1.622970693,0.843320591,0.940221729,0.141961434,15.8793235,14.07503795,10.75939193,0.320056899,0.301019361,35.39010653
1442,Electricity production from oil sources (% of total),2009,,1.450250912,0,0.311783177,1.733795898,0.742344142,0.890207156,0.455713952,12.56915573,8.328269083,7.612819166,0.417335474,0.020712034,37.93638642
1443,Electricity production from oil sources (% of total),2010,,2.413606121,0,0.432683597,1.295010731,0.59994546,0.978760733,0.316080601,10.61411613,34.64463891,6.868561765,0.093516209,0.004453946,35.16062044
1444,Electricity production from oil sources (% of total),2011,,2.28784555,0,0.325791449,1.03721072,0.565978694,0.615232532,0.068667844,9.996282025,37.79938037,10.62106697,0.057273769,0.0044961,35.2949837
1445,Electricity production from oil sources (% of total),2012,,1.509310735,0,0.40798324,1.088194317,0.443112582,1.109426644,0,10.00477201,43.3091399,12.7065052,0.53490991,0.006777517,35.93029909
1446,Electricity production from oil sources (% of total),2013,,2.567892926,0.027010341,0.191081252,1.167088817,0.32838879,0.448031202,0,9.47928704,40.72780802,10.20333816,0.284333239,0.006933531,38.32679965
1447,Electricity production from oil sources (% of total),2014,,2.019221474,0.025685246,0.303488014,1.24248521,0.346579728,0.376055078,0,11.01245456,35.57283674,8.53586006,0.026336582,0.006895759,36.83684151
1448,Electricity production from oil sources (% of total),2015,,2.695064136,0.031596686,0.300511877,1.214777708,0.309051416,0.38261277,0,10.92779129,25.73198688,7.51942013,0,0.002262188,37.22499346
1449,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1960,,1.412653271,,0,0,0,0,,0,,0,,5.832616796,
1450,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1961,,1.314077544,,0,0,0,0,,0,,0,,6.920232435,
1451,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1962,,1.201678276,,0,0,0,0,,0,,0,,10.02466091,
1452,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1963,,1.099101731,,0,0,0,0,,0,,0,,11.70038272,
1453,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1964,,0.949845527,,0,0,0,0,,0,,0,,12.85339257,
1454,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1965,,0.884611936,,0,0,0,0,,0,,0,,12.48841949,
1455,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1966,,0.789415166,,0,0,0,0.351944266,,0,,0,,11.77540941,
1456,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1967,,0.745060761,,0,0,0,0.517598344,,0,,0,,9.615873823,
1457,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1968,,0.675255017,,0,0,0,0.751159999,,0,,0,,10.4519774,
1458,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1969,,0.616133488,,0,0,0,0.776112889,,0,,0,,10.05912674,
1459,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1970,,0.528543367,,0,0,0,0.492433014,,0,,0,,9.103911893,
1460,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1971,,0.495805448,0,0,0,0,0.458777406,,0,0,0,0,8.114743507,0
1461,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1972,,0.503751147,0,0,0,0,0.4813056,,0,0,0,0,7.136773974,0
1462,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1973,,0.524755088,0,0.285608765,0,0,0.438884871,,0,0,0.057801357,0,6.707679024,0
1463,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1974,,0.616352743,0,0.255234674,0,0,0.416918655,,0,0,0.021882987,0,8.402379435,0
1464,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1975,,0.664591799,0,0.203341663,0,0,0.378857383,,0,0,0.021135125,0,7.80490177,0
1465,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1976,,0.633574196,0,0.120960041,0.237073302,0,0.289521367,,0,0,0.039448354,0,7.331282625,0
1466,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1977,,0.520081952,0,0.527000789,0.331960773,0,0.293181278,,0,0,0.05667103,0,6.861802025,0
1467,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1978,,0.472060983,0,0.514250677,0.330118662,0,0.298481063,,0,0,0.107570835,0,6.875449964,0
1468,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1979,,0.461149785,0,0.60687795,0.37453705,0,0.294424645,,0,0,0.153756791,0,6.340005434,0
1469,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1980,,0.404267383,0,0.565067526,0.348265904,0,0.279043015,,0,0,0.157196728,0,6.625066383,0
1470,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1981,,0.395272386,0,0.581406965,0.486093326,0,0.275006349,,0,0,0.154409281,0,6.172786913,0
1471,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1982,,0.494191336,0,0.092040498,0.552215186,0,0.285131505,,0,0,1.709307188,0,6.003203845,0
1472,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1983,,0.408464987,0,0.042414544,0.511242429,0,0.269502538,,0,0,1.795433534,0,5.786434152,0
1473,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1984,,0.395501507,0,0.044701062,0.534770371,0,0.267779937,,0,0,1.879821375,0,5.878494114,0
1474,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1985,,0.381079726,0,0.094207149,0.365432723,0,0.250471459,,0,0,1.904216415,0,5.515077189,0
1475,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1986,,0.366902229,0,0.206521928,0.398097669,0,0.251266734,,0,0,2.056909212,0,5.4731243,0
1476,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1987,,0.357351946,0,0.237457282,0.465896084,0,0.24598743,,0.003323805,0,2.077247055,0,5.50461866,0
1477,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1988,,0.528584031,0,0.291287709,0.491264002,0,0.236525964,,0.0030155,0,2.136913792,0,5.543660087,0
1478,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1989,,0.550713208,0,0.296065912,0.696137906,0,0.335039922,,0.002923122,0,2.147955423,0,7.443076727,0
1479,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1990,,0.48610706,0,0.411142093,0.820262177,9.481950089,0.458534177,0,0.005751258,0,1.296419604,0,8.154346815,0
1480,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1991,,0.491260796,0,0.431264574,0.783540921,8.622771014,0.465443788,0,0.005595501,0,1.28733499,0,8.436448823,0
1481,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1992,,0.421049986,0,0.38650049,0.869917871,8.580337809,0.46390195,0,0.0241773,0,1.280784487,0,8.46962972,0
1482,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1993,,0.417187385,0,0.36107781,0.916903613,9.762766254,0.420735265,0,0.125862024,0,1.243937051,0,8.487235594,0
1483,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1994,,0.410961362,0,0.356036501,1.042879535,9.862717313,0.455758934,0,0.094103663,0,1.25344788,0,7.92516714,0
1484,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1995,,0.431700472,0,0.448881876,1.018383764,10.33809635,0.475365482,0,0.084747815,0,1.399556119,0,7.506516555,0
1485,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1996,,0.538146947,0,0.428544811,1.030843263,8.506191169,0.47745306,0,0.089599396,0,1.429052261,0,7.284840841,0
1486,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1997,,0.544909885,0,0.363468232,1.211122734,11.43315601,0.53655372,0,0.083156241,0,1.443245152,0,7.424075022,0
1487,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1998,,0.546100636,0,0.450807189,1.313987918,13.33532857,0.527139607,0,0.151580771,0,1.313546901,0,8.335105817,0
1488,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1999,,0.586857342,0,0.61056066,1.460760521,12.11253005,0.554833981,0,0.329992914,0,1.323759789,0,8.924557739,0
1489,"Electricity production from renewable sources, excluding hydroelectric (% of total)",2000,,0.586093851,0,0.705544078,1.400933956,12.45998628,0.567842088,0,0.844174076,0,1.28233642,0,9.246566617,0
1490,"Electricity production from renewable sources, excluding hydroelectric (% of total)",2001,,0.712995786,0,0.806431097,1.516836787,11.19942003,0.636546693,0,1.573215766,0,1.288909462,0,8.771353482,0
1491,"Electricity production from renewable sources, excluding hydroelectric (% of total)",2002,,0.878273184,0,0.961217707,1.57329687,12.07924755,0.688004624,0,1.440355918,0,1.331438039,0,8.265032366,0
1492,"Electricity production from renewable sources, excluding hydroelectric (% of total)",2003,,1.063077439,0,1.130910353,1.677064569,11.23496905,0.732497008,0,1.944564373,0,1.463024293,0,8.070726145,0
1493,"Electricity production from renewable sources, excluding hydroelectric (% of total)",2004,,1.127455491,0,1.398883264,1.627699566,12.3024055,0.771043238,0,2.118579226,0,1.516475636,0,8.447776532,0
1494,"Electricity production from renewable sources, excluding hydroelectric (% of total)",2005,,2.099436384,0,2.121130803,1.704527142,13.72021195,0.848199436,0,2.33732142,0,1.636052118,0,9.951591882,0
1495,"Electricity production from renewable sources, excluding hydroelectric (% of total)",2006,,2.456096628,0,3.074168919,1.802686356,13.32976966,1.059828039,0,3.014340551,0,1.706235851,0,10.41924682,0
1496,"Electricity production from renewable sources, excluding hydroelectric (% of total)",2007,,2.74673943,0,3.538296317,1.820680834,12.48815312,1.472961995,0,3.194016999,0,1.785164666,0,11.54892236,0
1497,"Electricity production from renewable sources, excluding hydroelectric (% of total)",2008,,3.215906333,0,4.79523348,1.736760642,13.77854117,1.788320013,0,3.875254323,0,1.846646766,0,13.29274133,0
1498,"Electricity production from renewable sources, excluding hydroelectric (% of total)",2009,,2.740885548,0,5.691156493,2.380565739,12.50607057,2.38644865,0,4.601106492,0,1.948203289,0,15.97818332,0
1499,"Electricity production from renewable sources, excluding hydroelectric (% of total)",2010,,3.267748792,0,6.588300491,3.212355264,13.97352307,2.743649043,0,5.337563408,0,3.320603054,0,18.09192945,0
1500,"Electricity production from renewable sources, excluding hydroelectric (% of total)",2011,,3.827385618,0,9.190689105,3.298015784,15.95896654,3.524241743,0,6.983032515,0,3.719216339,0,19.5760178,0
1501,"Electricity production from renewable sources, excluding hydroelectric (% of total)",2012,,5.007008936,0,12.3754916,3.507259079,16.61814205,4.342709801,0,9.458458804,0,4.050227515,0,20.12922465,0
1502,"Electricity production from renewable sources, excluding hydroelectric (% of total)",2013,,5.984672764,0,13.74689645,4.409954227,17.95051714,4.576583185,0,14.01232622,0,4.834342395,0,21.0062864,0.381452016
1503,"Electricity production from renewable sources, excluding hydroelectric (% of total)",2014,,7.500886153,0,16.67226092,5.57037556,18.90621788,5.193969496,0,15.29706215,0,6.300469635,0.184356071,23.30766579,0.749616779
1504,"Electricity production from renewable sources, excluding hydroelectric (% of total)",2015,,8.34165755,0,20.34278484,6.267257059,20.0533551,6.196516733,0,16.88858014,0,7.75568791,0.199828718,24.57866757,0.757705595
1505,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1960,,303000000,,0,0,0,0,,0,,0,,407000000,
1506,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1961,,303000000,,0,0,0,0,,0,,0,,524000000,
1507,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1962,,295000000,,0,0,0,0,,0,,0,,813000000,
1508,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1963,,301000000,,0,0,0,0,,0,,0,,1070000000,
1509,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1964,,289000000,,0,0,0,0,,0,,0,,1273000000,
1510,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1965,,296000000,,0,0,0,0,,0,,0,,1348000000,
1511,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1966,,284000000,,0,0,0,390000000,,0,,0,,1359000000,
1512,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1967,,290000000,,0,0,0,605000000,,0,,0,,1134000000,
1513,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1968,,282000000,,0,0,0,926000000,,0,,0,,1295000000,
1514,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1969,,281000000,,0,0,0,1067000000,,0,,0,,1327000000,
1515,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1970,,261000000,,0,0,0,723000000,,0,,0,,1273000000,
1516,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1971,,263000000,0,0,0,0,715000000,,0,0,0,0,1256000000,0
1517,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1972,,280000000,0,0,0,0,824000000,,0,0,0,0,1257000000,0
1518,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1973,,338000000,0,116000000,0,0,801000000,,0,0,269000000,0,1243000000,0
1519,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1974,,429000000,0,108000000,0,0,779000000,,0,0,100000000,0,1582000000,0
1520,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1975,,489000000,0,83000000,0,0,702000000,,0,0,100000000,0,1605000000,0
1521,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1976,,484000000,0,57000000,707000000,0,596000000,,0,0,200000000,0,1573000000,0
1522,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1977,,429000000,0,247000000,1069000000,0,617000000,,0,0,300000000,0,1498000000,0
1523,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1978,,405000000,0,260000000,1132000000,0,675000000,,0,0,600000000,0,1528000000,0
1524,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1979,,418000000,0,315000000,1345000000,0,708000000,,0,0,900000000,0,1400000000,0
1525,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1980,,385000000,0,300000000,1300000000,0,718000000,,0,0,900000000,0,1497000000,0
1526,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1981,,404000000,0,291000000,1898000000,0,758000000,,0,0,896000000,0,1449000000,0
1527,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1982,,516000000,0,46000000,2139000000,0,794000000,,0,0,9892000000,0,1499000000,0
1528,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1983,,431000000,0,22000000,2085000000,0,796000000,,0,0,11031000000,0,1533000000,0
1529,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1984,,441000000,0,24000000,2337000000,0,864000000,,0,0,12094000000,0,1613000000,0
1530,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1985,,456000000,0,53000000,1677000000,0,858000000,,0,0,12700000000,0,1529000000,0
1531,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1986,,460000000,0,119000000,1865000000,0,906000000,,0,0,13804000000,0,1564000000,0
1532,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1987,,470000000,0,148000000,2312000000,0,926000000,,1000000,0,14811000000,0,1603000000,0
1533,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1988,,731000000,0,188000000,2485000000,0,923000000,,1000000,0,15987000000,0,1657000000,0
1534,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1989,,810000000,0,198000000,3477000000,0,1352000000,,1000000,0,17048000000,0,2334000000,0
1535,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1990,,750000000,0,289000000,3954000000,5156000000,1913000000,0,2000000,0,11312000000,0,2631000000,0
1536,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1991,,769000000,0,307000000,3984000000,5000000000,2102000000,0,2000000,0,11598000000,0,2809000000,0
1537,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1992,,670000000,0,276000000,4526000000,4953000000,2134000000,0,9000000,0,11627000000,0,2786000000,0
1538,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1993,,681000000,0,253000000,4879000000,5963000000,1976000000,0,48000000,0,11369000000,0,2909000000,0
1539,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1994,,687000000,0,254000000,5795000000,6473000000,2163000000,0,38000000,0,12215000000,0,2762000000,0
1540,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1995,,746000000,0,330000000,5703000000,6620000000,2335000000,0,35000000,0,13993000000,0,2707000000,0
1541,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1996,,954000000,0,322000000,5906000000,5901000000,2431000000,0,38000000,0,14563000000,0,2657000000,0
1542,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1997,,995000000,0,283000000,6947000000,7909000000,2688000000,0,36000000,0,15040000000,0,2755000000,0
1543,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1998,,1065000000,0,370000000,7380000000,9357000000,2674000000,0,70000000,0,13757000000,0,3135000000,0
1544,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1999,,1195000000,0,509000000,8457000000,8413000000,2892000000,0,163000000,0,14137000000,0,3375000000,0
1545,"Electricity production from renewable sources, excluding hydroelectric (kWh)",2000,,1230000000,0,584000000,8484000000,8719000000,3039000000,0,451000000,0,13953000000,0,3629000000,0
1546,"Electricity production from renewable sources, excluding hydroelectric (kWh)",2001,,1599000000,0,634000000,8946000000,8342000000,3471000000,0,835000000,0,13811000000,0,3471000000,0
1547,"Electricity production from renewable sources, excluding hydroelectric (kWh)",2002,,1997000000,0,778000000,9458000000,9054000000,3809000000,0,777000000,0,14537000000,0,3358000000,0
1548,"Electricity production from renewable sources, excluding hydroelectric (kWh)",2003,,2345000000,0,945000000,9887000000,9474000000,4113000000,0,1126000000,0,15815000000,0,3291000000,0
1549,"Electricity production from renewable sources, excluding hydroelectric (kWh)",2004,,2573000000,0,1180000000,9764000000,10561000000,4385000000,0,1246000000,0,16832000000,0,3617000000,0
1550,"Electricity production from renewable sources, excluding hydroelectric (kWh)",2005,,4794000000,0,1818000000,10577000000,9684000000,4845000000,0,1389000000,0,18477000000,0,4276000000,0
1551,"Electricity production from renewable sources, excluding hydroelectric (kWh)",2006,,5716000000,0,2593000000,11016000000,10972000000,6035000000,0,1814000000,0,19287000000,0,4543000000,0
1552,"Electricity production from renewable sources, excluding hydroelectric (kWh)",2007,,6674000000,0,3097000000,11445000000,10146000000,8304000000,0,2003000000,0,20590000000,0,5053000000,0
1553,"Electricity production from renewable sources, excluding hydroelectric (kWh)",2008,,7817000000,0,4008000000,10974000000,10669000000,10172000000,0,2438000000,0,20334000000,0,5829000000,0
1554,"Electricity production from renewable sources, excluding hydroelectric (kWh)",2009,,6800000000,0,5111000000,14513000000,9013000000,12664000000,0,2811000000,0,20814000000,0,6943000000,0
1555,"Electricity production from renewable sources, excluding hydroelectric (kWh)",2010,,8256000000,0,6182000000,19398000000,11273000000,15482000000,0,3062000000,0,37857000000,0,8124000000,0
1556,"Electricity production from renewable sources, excluding hydroelectric (kWh)",2011,,9718000000,0,8181000000,20986000000,11730000000,19608000000,0,4132000000,0,39959000000,0,8708000000,0
1557,"Electricity production from renewable sources, excluding hydroelectric (kWh)",2012,,12573000000,0,10101000000,22329000000,11701000000,24320000000,0,5748000000,0,42796000000,0,8910000000,0
1558,"Electricity production from renewable sources, excluding hydroelectric (kWh)",2013,,14939000000,0,11295000000,29337000000,12791000000,25956000000,0,8003000000,0,51223000000,0,9089000000,397000000
1559,"Electricity production from renewable sources, excluding hydroelectric (kWh)",2014,,18622000000,0,11921000000,37211000000,12874000000,28977000000,0,7701000000,0,66421000000,7000000,10140000000,802000000
1560,"Electricity production from renewable sources, excluding hydroelectric (kWh)",2015,,21044000000,0,14148000000,42037000000,13756000000,34917000000,0,8752000000,0,80292000000,7000000,10865000000,840000000
1561,Energy use (kg of oil equivalent per capita),1960,,3063.554271,,2519.49732,4251.353538,2196.953067,1698.22225,,289.057068,,867.2030982,,1685.788431,
1562,Energy use (kg of oil equivalent per capita),1961,,3115.787084,,2570.815623,4307.820754,2252.77869,1748.12066,,322.4905782,,971.9981925,,1763.259908,
1563,Energy use (kg of oil equivalent per capita),1962,,3172.974865,,2810.061148,4451.560116,2361.743876,1869.827683,,350.1012579,,1013.257624,,1791.461322,
1564,Energy use (kg of oil equivalent per capita),1963,,3284.050959,,3043.306993,4694.12007,2478.912009,1999.62847,,367.8114303,,1147.292732,,1924.229007,
1565,Energy use (kg of oil equivalent per capita),1964,,3349.414167,,3021.647212,4903.607607,2678.383166,2106.408428,,433.5593423,,1272.480553,,2176.168871,
1566,Energy use (kg of oil equivalent per capita),1965,,3463.215578,,3116.033563,5153.932412,2887.694106,2132.768529,,478.7558566,,1374.528657,,2241.41569,
1567,Energy use (kg of oil equivalent per capita),1966,,3546.53798,,3051.297429,5272.664705,3065.438676,2144.787082,,547.1970016,,1491.027708,,2286.231175,
1568,Energy use (kg of oil equivalent per capita),1967,,3692.80795,,3182.923458,5557.29174,3126.426045,2267.80931,,607.7021559,,1735.123229,,2188.693513,
1569,Energy use (kg of oil equivalent per capita),1968,,3763.558415,,3590.004258,5871.520391,3342.703258,2376.53058,,652.081597,,1939.416361,,2319.300244,
1570,Energy use (kg of oil equivalent per capita),1969,,3792.934763,,3877.044364,6091.10001,3668.523299,2550.970426,,725.5256154,,2214.061417,,2374.228578,
1571,Energy use (kg of oil equivalent per capita),1970,,4063.41137,,4135.19977,6476.388529,3872.223019,2964.808079,,872.783728,,2480.752696,,2457.81727,
1572,Energy use (kg of oil equivalent per capita),1971,,3989.629744,6099.059708,4099.95532,6436.226256,3939.211088,3038.618615,,984.0420762,395.4166883,2531.088536,286.3219743,2393.107256,279.8676274
1573,Energy use (kg of oil equivalent per capita),1972,,4035.206344,5627.935001,4473.929513,6863.444335,4188.160677,3180.100691,,1134.786493,408.0363061,2667.04675,287.9572977,2617.161059,279.8343262
1574,Energy use (kg of oil equivalent per capita),1973,,4264.271226,7929.10471,4720.784112,7084.623683,4507.556984,3395.341848,,1322.763942,427.9276599,2947.083996,290.4030253,2662.050789,285.7333857
1575,Energy use (kg of oil equivalent per capita),1974,,4294.161626,8386.014699,4617.498595,7089.999991,4383.848118,3264.110774,,1256.348735,449.9008552,2924.245711,289.9522035,2882.552502,294.2479746
1576,Energy use (kg of oil equivalent per capita),1975,,4345.871446,7479.468006,4317.935658,7170.412528,4181.810657,3071.017126,,1298.204363,524.1324774,2734.123265,289.0691284,2772.282119,298.7023397
1577,Energy use (kg of oil equivalent per capita),1976,,4405.702986,9063.907294,4622.233118,7293.698609,4459.859609,3263.000523,,1386.100466,628.1216087,2876.698816,287.9994699,2928.693136,293.1569759
1578,Energy use (kg of oil equivalent per capita),1977,,4671.195674,7872.935938,4589.52441,7431.439886,4516.248068,3187.192473,,1469.549429,628.6079487,2899.675021,288.8486457,3055.081085,296.3054187
1579,Energy use (kg of oil equivalent per capita),1978,,4629.618471,7667.978194,4826.564957,7561.744939,4664.523176,3382.057253,,1525.443536,692.9093621,2897.960483,288.5627221,3031.799308,298.954637
1580,Energy use (kg of oil equivalent per capita),1979,,4683.853176,8714.98167,4976.777099,7862.206395,4963.535508,3506.338682,,1597.925925,800.2619801,3043.527509,291.3799489,2834.458025,305.4600597
1581,Energy use (kg of oil equivalent per capita),1980,,4737.482031,7736.601442,4743.42206,7828.837983,5146.642299,3483.401541,,1553.781616,712.143501,2949.503934,292.4116509,2886.324007,307.1003361
1582,Energy use (kg of oil equivalent per capita),1981,,4695.852984,8222.316721,4415.358604,7555.244931,4934.588468,3382.781098,,1505.279387,683.6557368,2864.052175,290.5710982,2849.9856,314.9238921
1583,Energy use (kg of oil equivalent per capita),1982,,4815.507545,8953.477726,4208.257802,7173.555164,4805.493882,3281.7243,,1537.277697,688.8913511,2839.865201,291.6985887,3012.971389,320.0411216
1584,Energy use (kg of oil equivalent per capita),1983,,4547.904592,8328.15511,4156.257407,7076.523318,4823.858831,3349.392999,,1599.07022,806.2622817,2822.740988,294.1972911,3076.758666,325.4875046
1585,Energy use (kg of oil equivalent per capita),1984,,4641.145344,8580.486955,4334.902427,7368.74044,4910.523018,3452.299546,,1652.729981,826.3376834,3016.181683,294.5608376,3251.011744,325.9128372
1586,Energy use (kg of oil equivalent per capita),1985,,4594.119308,9580.291223,4474.062993,7468.096343,5269.892371,3603.082879,,1766.766154,934.3817158,3003.173879,290.5010903,3448.328355,332.2323453
1587,Energy use (kg of oil equivalent per capita),1986,,4623.753508,9880.474282,4633.920017,7521.886893,5482.578423,3640.011773,,1673.818047,985.6693812,3020.809124,293.6189847,3464.096048,334.6594344
1588,Energy use (kg of oil equivalent per capita),1987,,4772.378094,9164.806619,4727.686395,7671.1996,5960.692586,3710.934268,,1791.833386,951.9716781,3044.663715,292.7547898,3452.96268,354.8668694
1589,Energy use (kg of oil equivalent per capita),1988,,4702.851847,10099.77717,4770.948398,7885.2444,5590.436514,3675.419897,,1902.914451,1121.570432,3243.604578,293.2913193,3609.680514,359.6907535
1590,Energy use (kg of oil equivalent per capita),1989,,5001.098343,9853.901976,4798.926451,7963.297905,5753.639283,3807.328555,,2093.114345,1203.474484,3352.005932,290.5981522,3846.626152,367.3477944
1591,Energy use (kg of oil equivalent per capita),1990,,5061.500154,10116.93834,4809.867268,7630.092306,5691.571186,3859.28383,2585.263224,2102.677685,1135.062778,3552.858582,295.1168224,3854.366028,371.7029507
1592,Energy use (kg of oil equivalent per capita),1991,,4927.771326,9624.095328,5006.004706,7517.330304,5742.784229,4043.218745,2079.052503,2094.621503,894.0653952,3574.005929,296.8923855,3763.814483,369.0309893
1593,Energy use (kg of oil equivalent per capita),1992,,4963.858162,10224.3115,5040.67044,7601.685177,5380.993068,3954.088792,1776.767826,2129.894516,1289.42612,3644.19476,295.732232,3808.477221,382.8872765
